Name,Text
ROUND A BOUT,"ROUND A BOUT
by Ben Bergeron
For Time
50 Alternating Dumbbell Squat Cleans (50/35 lb)
100 Double-Unders
50 Hand Release Push-Ups
100 Double-Unders
50 Alternating Dumbbell Squat Cleans (50/35 lb)"
(HOME)WORK #38,"(HOME)WORK #38
by Heather Black
1 round
100 flutter kicks
50 love taps
25 knee tucks
2 rounds
60 flutter kicks
30 love taps
15 knee tucks
3 rounds
40 flutter kicks
20 love taps
10 knee tucks"
JUNETEENTH,"JUNETEENTH
CrossFit Algiers Holiday WOD
6 Rounds for Time
19 Burpees
18 Thrusters (95/65 lb)
65 Double-Unders"
DENNIS CROSS,"DENNIS CROSS
555 Fitness Hero WOD
5 Rounds for Time
7 Clean-and-Jerks (135/95 lb)
5 Chest-to-Bar Pull-Ups
7 Box Jumps (24/20 in)"
GIGI,"GIGI
The Hive Memorial WOD
20 Rounds for Time
2 Shuttle Runs
2 Wall Ball Shots (30/20 lb)
2 Burpees
2 Kettlebell Halo (53/35 lb)"
ZUMA,"ZUMA
Hyrox Workout of the Week
10 Rounds for Total Reps in 20 minutes
40 second Air Squats
40 second Burpees
40 second Sit-Ups"
ANTIPOLIS HOME WOD 20,"ANTIPOLIS HOME WOD 20
CrossFit Antipolis Home WOD
Five 3-minute AMRAPs in 19 minutes
3 Pike Push-Ups
6 Right-Arm Kettlebell Cleans (24/16 kg)
6 Left-Arm Kettlebell Cleans (24/16 kg)
3 Pull-Ups
Rest 1 minute"
SERGIO LUO,"SERGIO LUO
Exousia Fitness Memorial WOD
6 Rounds for Time
6 Power Snatches (115/80 lb)
10 Overhead Squats (115/80 lb)
19 Box Jumps (24/20 in)"
JOSEPH WINDALL,"JOSEPH WINDALL
CrossFit Cardiff Hero WOD
2 Rounds for Time
18 Deadlifts (90/60 kg)
400 meter Run
84 Air Squats"
MOVEMENT MONDAY WOD 1,"MOVEMENT MONDAY WOD 1
Wodstar Movement Monday WOD
Buy-In: 50 Burpees

Directly into, 10 Rounds of:
3 Inverted Burpees
12 Shoulder Taps"
HOME SCHOOLING,"HOME SCHOOLING
by Luke Downing
16 min AMRAP
60 Jumping Jacks
+5 KB Russian Swings
+5 Down ups"
AMRAP 4 AUTISM 2018,"AMRAP 4 AUTISM 2018
Tribute WOD
AMRAP (with a Partner) in 32 minutes
58 Burpees Over Sandbag (40/25 lb)
58 Sandbag Thrusters (40/25 lb)
58 Sandbag Over Shoulders (40/25 lb)
400 meter Partner Sandbag Carry Run (40/25 lb)"
140322,"140322
by WeightvestWOD
4 rounds of 5:00min:
25/20 cal. assault bike
25 wall balls
100 double unders"
JONATHAN IELPI,"JONATHAN IELPI
555 Fitness Hero WOD
2 Rounds for Time
44 Push Presses (65/45 lb)
22 Wall Ball Shots (20/14 lb)
11 Pull-Ups
11 Hand-Release Push-Ups"
BACKLUND,"BACKLUND
by Luke Downing
500 Box Step ups (24/18’)
*E3MOM 100 Single Unders"
MADUSA,"MADUSA
by Luke Downing
For Time
15-12-9-6-3 reps of:
Kettlebell Cleans + 2 Marches (L+R)
Kettlebell Over Burpees"
(GYM)WOD #14,"(GYM)WOD #14
by Heather Black
2 rounds
250m row
25 sit ups
50 push ups
250m row
25 push ups
50 sit ups"
MOVEMENT MONDAY WOD 21,"MOVEMENT MONDAY WOD 21
Wodstar Movement Monday WOD
For Time
50 Dumbbell Seated Strict Presses (2x50/35 lb)
50 Dumbbell Pull-Overs (2x50/35 lb)
50 Dumbbell Bent Over Rows (2x50/35 lb)"
BLADE RUNNER,"BLADE RUNNER
2020 Strength in Depth Sanctional WOD #1 (aka: ""SID Sanctional 20.1"")
For Time
6,000 meter Run

Time Cap: 40 minutes"
BAM BAM,"BAM BAM
by Luke Downing
EMOM for 10 minutes
Odd minutes: 15 Burpees
Even minutes: 30 Russian Kettlebell Swings (24/16 kg)"
KOCH,"KOCH
Hero WOD for Michael Koch
For Time
400 meter Run
50 Wall Ball Shots (20/14 lb)
50 Pull-Ups
50 Sumo Deadlift High-Pulls (75/55 lb)

400 meter Run
25 Wall Ball Shots (20/14 lb)
25 Pull-Ups
25 Sumo Deadlift High-Pulls (75/55 lb)

400 meter Run
15 Wall Ball Shots (20/14 lb)
15 Pull-Ups
15 Sumo Deadlift High-Pulls (75/55 lb)"
HIGH FIVE,"HIGH FIVE
Men's Fitness Benchmark WOD
AMRAP (with a Partner) in 15 minutes
8 Power Cleans (105/75 lb), each
8 Overhead Presses (105/75 lb), each
10 High-Five Push-Ups"
TTTTD29,"TTTTD29
by Max El-Hag
AMRAP in 10 minutes
50 Bar Facing Burpees
50 Alternating Dumbbell Snatches (70/50 lb)
In the remaining time, AMRAP of:
Wall Ball Shots (20/14 lb, 10/9 ft)"
BRYANT CHASE,"BRYANT CHASE
CrossFit Threshold Training Memorial WOD
AMRAP in 22 minutes
12 Power Snatches (115/75 lb)
23 Back Squats (115/75 lb)
12 Chest-to-Bar Pull-Ups"
TTTTD39,"TTTTD39
by Max El-Hag
For Time
800 meter Run
30 Devil Presses (2x50/35 lb)
800 meter Run
40 Dumbbell Box Step Overs (2x50/35 lb, 24/20 in)
800 meter Run
50 Dumbbell Front Squats (2x50/35 lb)
Time Cap: 25 minutes"
ROWDY,"ROWDY
by Luke Downing
21-18-15-12 reps
Cal Row
Burpees"
RING PUMP,"RING PUMP
by Brendan Walcoff
EMOM for 12 minutes
Odd: 10 foot Elevated Ring Rows
Even: 10 foot Elevated Ring Push-Ups"
GIFF,"GIFF
MarineWOD Hero WOD
4 Rounds for Time
800 meter Run
24 Power Snatches (75/55 lb)
4 Bar Muscle-Ups
4 Turkish Get-Ups (54/35 lb) (alternating)"
STREET PARKING SANDBAG 6,"STREET PARKING SANDBAG 6
Street Parking Sandbag WOD #6
For Time
50 Back Squats (65/45 lb)
50 Push-Ups & Lateral Drags (65/45 lb)
50 Back Squats (65/45 lb)
Every 2 minutes, complete:
200 meter Run"
02082021,"02082021
by WeightvestWOD
5 rounds:
20/15 cal. assault bike
15 thrusters
10 burpees over the bar
*3min rest after each round"
STREET PARKING SANDBAG 7,"STREET PARKING SANDBAG 7
Street Parking Sandbag WOD #7
AMRAP in 15 minutes
16 Side to Side Shoulder-to-Overheads (70/45 lb)
8 Bent Over Slams
100 meter Farmer's Carry"
TENACIOUS 3,"TENACIOUS 3
by Luke Downing
AMRAP (with a Partner) in 10 minutes
2 Synchro Russian Kettlebell Swings (24/16 kg)
2 Burpees
2 Synchro Air Squats
Add 2 reps to each movement after each round"
ASSAULT BREAKDOWN,"ASSAULT BREAKDOWN
Assault Fitness Benchmark WOD
AMRAP in 21 minutes
3 Squat Cleans (135/95 lb)
6 Thrusters (135/95 lb)
9 Bent Over Rows (135/95 lb)
15 Push-Ups
18 Russian Twists (25/15 lb)
21 calorie Assault Air Bike"
SPENCER B.,"SPENCER B.
Hub City CrossFit Memorial WOD
AMRAP in 20 minutes
34 Burpees
7 Hang Snatches (115/75 lb)
20 Air Squats
15 Toes-to-Bars"
(GYM)WOD #35,"(GYM)WOD #35
by Heather Black
500 rep workout
(100 reps of each)
wall balls
push ups
kettlebell swings
sit ups
calorie row
30 minute time cap"
ROCCO,"ROCCO
Memorial WOD
For Time
3 Rounds of:
5 Cleans (185/135 lb)
2 Bar Muscle-Ups
19 Dumbbell Thrusters (2x50/35 lb)
Then, perform:
1,919 meter Row
Rest 3 minutes
Then, 3 Rounds of:
11 Pull-Ups
24 Hand Release Push-Ups
19 Deadlifts (205/155 lb)
Finally, perform:
2,019 meter Row"
CANNON,"CANNON
Devil Dogg Wellness Memorial WOD
5 Rounds for Time
8 Burpee Box Jump Overs (24/20 in)
9 Clean-and-Jerks (155/105 lb)
20 Pull-Ups
200 meter Run"
SWING HIGH,"SWING HIGH
Smartwod Workout of the Month
EMOM for Total Reps for 10 minutes
5 Burpees
Max Kettlebell Swings (53/35 lb)"
241121,"241121
by WeightvestWOD
5 rounds for time:
10 handstand pushups
12 pistol squats
14 DB snatches @30/22,5kg
16/12 cal. ski"
9/11 PARTNER WORKOUT,"9/11 PARTNER WORKOUT
Memorial/Tribute WOD
For Time (with a Partner)
Buy-In: 2,001 meter Row

Directly into, 4 Rounds of:
9 Rope Climbs
11 Bear Complexes (135/95 lb)*

Cash-Out: 2,977 meter Row

*1 Bear Complex consists of: 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, and 1 Push Press"
AMARANTH,"AMARANTH
Ham Plan WOD
2 Rounds for Time
300/225 meter Row
100 meter Kettlebell Farmer's Carry (2x35/26 lb)
300/225 meter Row
100 meter Kettlebell Front Rack Carry (2x35/26 lb)
300/225 meter Row
100 meter Kettlebell Front Rack Carry + Kettlebell Waiter Walk (2x35/26 lb)
Rest 1 minute"
020621,"020621
by WeightvestWOD
AMRAP 35:
5 strict pullups
10 cal. assault bike
15 bench presses
20 cal. ski
25 air squats
400m run"
BAR-MITZVAH,"BAR-MITZVAH
by Pete Marjamaa
Every 2:00 minutes
5 rounds-2x Snatch+6x TTB
Then
5 rounds-2x Clean+4x C2B
Then
5 rounds-2x Deadlift+2x BMU"
PETER PAN,"PETER PAN
Memorial WOD
4 Rounds for Time
6 Turkish Get-Ups (55/35 lb, 3 each arm)
6 Bear Complexes (135/95 lb)*
200 meter Run
*1 Bear Complex consists of: 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, 1 Push Press"
TSAKOS,"TSAKOS
Hero WOD for Officer Anastasio Tsakos
AMRAP in 27 minutes
Buy-In: 1 mile Run
In the remaining time, AMRAP of:
7 Deadlifts (135/105 lb)
5 Lateral Bar Over Burpees
6 Wall Ball Shots (20/14 lb)
3 Box Jumps (30/24 in)"
HARLEY RACE,"HARLEY RACE
by Luke Downing
30 cal Assault Bike
15 KB Taters
15 Burpees

25 cal Assault Bike
12 KB Taters
12 Burpees

20 cal Assault Bike
9 KB Taters
9 Burpees

15 cal Assault Bike
6 KB Taters
6 Burpees

10 cal Assault Bike
3 KB Taters
3 Burpees"
GERRY,"GERRY
CrossFit Coconut Grove Memorial WOD
AMRAP in 20 minutes
18 Wall Ball Shots (20/14 lb)
18 American Kettlebell Swings (55/35 lb)
7 Power Cleans (135/95 lb)
12 Burpees"
FLIP,"FLIP
CrossFit ECF Hero WOD
2 Rounds for Time
1 mile Run
50 Wall Ball Shots (20/14 lb)
50 Butterfly Sit-Ups
50 Box Jumps (24/20 in)
50 Sumo Deadlift High-Pulls (95/65 lb)"
TTTTD6,"TTTTD6
by Max El-Hag
4 Rounds for Time
6 Hand Release Deadlifts (365/255 lb)
12 Single Arm Kettlebell Snatches (53/35 lb) (per arm)
18 Wall Ball Shots (30/20 lb)
48 foot Handstand Walk
Time Cap: 18 minutes"
HOLLYWOOD,"HOLLYWOOD
by Luke Downing
AMRAP in 20 minutes
400 meter Run
15 American Kettlebell Swings (24/16 kg)
12 Push-Ups
9 Burpees"
JUST BREATHE,"JUST BREATHE
2019 Reykjavik CrossFit Championship Sanctional WOD #3 (aka: ""RCC Sanctional 19.3"")
For Time
1,000 meter Row
1,000 meter Ski
2,000 meter Bike
Time Cap: 13 minutes"
FAST,"FAST
2019 Reykjavik CrossFit Championship Sanctional WOD #8 (aka: ""RCC Sanctional 19.8"")
3 Rounds for Time
10 Deadlifts (120/85 kg)
10 Lateral Bar Over Burpees
Time Cap: 5 minutes"
FRANKENSTEIN,"FRANKENSTEIN
Halloween WOD by @bridgesj3
For Time
10 Bench Presses (205/125 lb)
10 Power Cleans (205/125 lb)
100 meter Run
8 Bench Presses (205/125 lb)
8 Power Cleans (205/125 lb)
100 meter Run
6 Bench Presses (205/125 lb)
6 Power Cleans (205/125 lb)
100 meter Run
4 Bench Presses (205/125 lb)
4 Power Cleans (205/125 lb)
100 meter Run
2 Bench Presses (205/125 lb)
2 Power Cleans (205/125 lb)
100 meter Run"
ACHE,"ACHE
Train FTW Benchmark WOD
AMRAP in 22 minutes
20 Power Cleans (95/65 lb)
40 Toes-to-Bar
60 calorie Air Bike
80 Wall Ball Shots (20/14 lb, 10/9 ft)
100 Double-Unders"
MAJ TREVOR JOSEPH,"MAJ TREVOR JOSEPH
Arkaios CrossFit Hero WOD
6 Rounds for Time
200 meter Run
16 Deadlifts (135/95 lb)
50 meter Farmer's Carry (2x53/44 lb)
6 Shoulder-to-Overheads (135/95 lb)
1 Rope Climb
33 Sit-Ups
26 Double-Unders"
DOUBLE DOWN,"DOUBLE DOWN
Assault Fitness Benchmark WOD
For Time
21-15-9 Dumbbell Cleans (2x50/35 lb)
50 Double-Unders"
CHAMPION,"CHAMPION
Memorial WOD for Becky Conzelman
2 Rounds for Time
25 Handstand Push-Ups
20 Deadlifts (135/95 lb)
15 Overhead Squats (135/95 lb)
10 Burpee Box Jump Overs (24/20 in)
800 meter Run
Time Cap: 30 minutes"
THOMAS MOODY,"THOMAS MOODY
555 Fitness Hero WOD
5 Rounds for Time
7 Bear Complexes (135/95 lb)
400 meter Run"
LAETITIA,"LAETITIA
CrossFit Nelspruit Memorial WOD
For Time
2 Rounds of:
100 meter Run
75 Sit-Ups
200 meter Run
50 Push-Ups
300 meter Run
25 Toes-to-Bars
400 meter Run
25 Ring Dips
Then, perform:
300 Double-Unders
2,000 meter Row"
LEPRECHAUN,"LEPRECHAUN
CrossFit Durham St. Patrick's Day WOD
3 Rounds for Time
17 Push Presses (95/65 lb)
20 Bar-Facing Burpees
16 Power Snatches (95/65 lb)
400 meter Run (backwards)"
CORE MAYHEM,"CORE MAYHEM
by Lucas B Ferreira
20 min AMRAP
10 DB thrusters (2x50/35)
20 weighted seated Russian twists (20/14)
30 plank shoulder taps"
NELLE,"NELLE
13 Stripes CrossFit Tribute WOD
3 Rounds for Time
20 Alternating Pistols
8 Box Jumps (30/24 in)
1 Bar Muscle-Up
14 Shoulder-to-Overheads (135/95 lb)
11 Toes-to-Bars
25 Burpees
15 Hang Power Cleans (135/95 lb)
21 Kettlebell Swings (24/16 kg)"
BRENDA HOWARD,"BRENDA HOWARD
OutAthletics Memorial WOD
6 Rounds for Time
28 Dumbbell Push Presses (2x50/35 lb)
19 Hollow Tucks
70 High Knees"
JUSTICE FOR GEORGE,"JUSTICE FOR GEORGE
Memorial WOD for George Floyd
For Time
612 Walking Lunges
46 Burpees
Every 5 minutes, perform:
25 Air Squats
20 Push-Ups"
POSTERIOR CHAIN MOBILITY ROUTINE 1 (5 MINUTES),"POSTERIOR CHAIN MOBILITY ROUTINE 1 (5 MINUTES)
by David Scharff
1 min hing down to round back to extended back to hinge up
1 min alt. active straight leg raise
1 min cat/cow + down/upward dog
1 min sciatic nerve glide (30L-30R)
1 min roll to arch to 90/90 rotation
*follow along video included"
ERIC ALLEN,"ERIC ALLEN
555 Fitness Hero WOD
5 Rounds for Time
5 Front Squats (135/95 lb)
10 Burpees
20 Double-Unders"
TTTTD65,"TTTTD65
by Max El-Hag
AMRAP in 12 minutes
2 Rounds of:
50 foot Dumbbell Reverse Walking Lunges (2x50/35 lb)
12 Dumbbell Power Cleans (2x50/35 lb)
17 Toes-to-Rings
Then, 2 Rounds of:
50 foot Dumbbell Reverse Walking Lunges (2x50/35 lb)
16 Lateral Pogo Burpees over Dumbbells
8 Dumbbell Power Snatches (2x50/35 lb)"
BARE COVE TRAVEL WOD 36,"BARE COVE TRAVEL WOD 36
Limited Equipment Workout by @rcfbarecove
5 Rounds for Time
5 Handstand Push-Ups
200 meter Run"
(GYM)WOD #151,"(GYM)WOD #151
by Heather Black
20 Minute AMRAP
100 snow angels
80 hammer curls
60 car drivers
40 triceps kickbacks, each
20 concentration curls, each"
NEVER FORGET,"NEVER FORGET
Anchor Down Training 9/11 Memorial WOD
For Time
Cash-In: 2,001 meter Row
Then, 2 Rounds of:
9 Power Cleans (135/95 lb)
11 Pull-Ups
9 Deadlifts (135/95 lb)
11 Bar Facing Burpees
9 Push Jerks (135/95 lb)
11 Air Squats
9 Power Snatches (135/95 lb)
11 Push-Ups
9 Alternating Lunges
Cash-Out: 110 meter Run"
215 INNOCENT CHILDREN,"215 INNOCENT CHILDREN
Memorial WOD
For Time
215 Double-Unders
21 Handstand Push-Ups
5 Clean-and-Jerks (135/95 lb)
21 Burpees
5 Clean-and-Jerks (135/95 lb)
21 Box Jumps (24/20 in)
5 Clean-and-Jerks (135/95 lb)
21 Kettlebell Swings (53/35 lb)
5 Clean-and-Jerks (135/95 lb)
21 Lunges
5 Clean-and-Jerks (135/95 lb)
21 Pull-Ups
5 Clean-and-Jerks (135/95 lb)
21 Medicine Ball Squat Cleans (20/14 lb)
5 Clean-and-Jerks (135/95 lb)
21 Toes-to-Bars
5 Clean-and-Jerks (135/95 lb)
1,996 meter Row"
KENNETH WATSON,"KENNETH WATSON
555 Fitness Hero WOD
4 Rounds for Time
21 Pull-Ups
4 Clean-and-Jerks (225/155 lb)
21 Burpees
4 Back Squats (225/155 lb)"
TIMOTHY HASKELL,"TIMOTHY HASKELL
555 Fitness Hero WOD
4 Rounds for Time
18 Overhead Squats (115/85 lb)
18 Toes-to-Bars"
FERD,"FERD
Hero WOD for Dennis James Ferderer Jr.
AMRAP in 22 minutes

Buy-In: 1 minute Wall Ball Shots (20/14 lb)

Directly into, AMRAP in 20 minutes of:
1 Power Clean (115/85 lb)
3 Push Presses (115/85 lb)
2 Thrusters (115/85 lb)
11 Box Jumps (24/20 in)

Cash-Out: 1 min Farmer's Carry (2x70/50 lb)"
TTTTD46,"TTTTD46
by Max El-Hag
For Time
From 0:00-3:00, 21-15-9 reps of:
Chest-to-Bar Pull-Ups
Front Squats (135/95 lb)
Rest 1 minute
From 4:00-7:00, 21-15-9 reps of:
Toes-to-Bars
Overhead Squats (135/95 lb)
Rest 1 minute
From 8:00-13:00, 21-15-9 reps of:
Power Cleans (135/95 lb)
Bar Facing Burpees"
(GYM)WOD #86,"(GYM)WOD #86
by Heather Black
with an empty barbell:
25 strict press
50 overhead squat
100 back squat
50 overhead squat
25 strict press"
STIMULUS TRAVEL WOD 1,"STIMULUS TRAVEL WOD 1
CrossFit Stimulus Travel WOD
For Time
50 Burpees
100 Air Squats
50 Burpees"
ALAN RICKMAN,"ALAN RICKMAN
by Shaun Spencer
6 Minute AMRAP
'Hans Gruber'
21 - Single Arm Dumbbell Clean
19 - Single Arm Dumbbell Deadlift
04 - Single Arm Bent Over Row
06 - Lateral Over Dumbbell Burpee
- 1 Minute Rest -
6 Minute AMRAP
'Harry'
14 - Single Arm Push Press
20 - Goblet Squat
01 - Single Arm Devil Press Thruster
06 - Renegade Row (L&R = 1 REP)
- 1 Minute Rest -
6 Minute AMRAP
'Professor Snape'
21 - Mountain Climbers
22 - Air Squats
24 - Jumping Jacks
25 - Shoulder Taps (Straight Arm Plank)
27 - Alt Lunges
29 - Alt Leg Raises
10 - Up Downs
11 - Push-Ups
- 1 Minute Rest -
6 Minute AMRAP
'Absolem'
69 Alt Dumbbell Snatches
01 - Curtis 'P'"
301121,"301121
by WeightvestWOD
AMRAP 16:
12m handstand walk
10 double DB push presses
36 double unders"
10. SLEIGHED BY ZAC HOPE,"10. SLEIGHED BY ZAC HOPE
by Lorna Murphy
Workout: For Time
Complete all moves below, followed by a 1 Minute Recovery x 3

1. 12 Squats
2. 11 Push Ups
3. 10 Reverse Lunges
4. 9 Bent Over Rows
5. 8 Deadlifts
6. 7 DB Swings
7. 6 Alternating Snatches
8. 5 Sprawls
9. 4 Renegade Rows
10. 3 Burpees
11. 2 Double Squat Press
12. 1 Minute Plank

REST FOR 1 MINUTE
REPEAT X 3"
VINCENT MORELLO,"VINCENT MORELLO
555 Fitness Hero WOD
3 Rounds for Time
5 Dumbbell Snatches (2x55/35 lb)
10 Burpees
5 Snatches (155/105 lb)
10 Burpees"
CHRISTOPHER MOZZILLO,"CHRISTOPHER MOZZILLO
555 Fitness Hero WOD
5 Rounds for Time
5 Squat Clean-and-Jerks (155/105 lb)
10 Box Jumps (24/20 in)
15 Pull-Ups
500 meter Row"
BURN THE BIRD,"BURN THE BIRD
Viking Athletics Thanksgiving WOD
4 Rounds for Time
250 meter Row
20 Kettlebell Swings (55/35 lb)
15 Double-Unders
100 meter Run
5 Burpees"
MICHAEL MULLAN,"MICHAEL MULLAN
555 Fitness Hero WOD
For Time
120 Double-Unders
12 Clean-and-Jerks (155/105 lb)
120 Sit-Ups
12 Power Snatches (135/95 lb)"
GILBERT BAKER,"GILBERT BAKER
OUTAthletics Memorial WOD
For Time
6 minute Hang Hold
Each time you drop from the bar, perform:
1st Drop:
800 meter Run
20 Burpee Box Jumps (24/20 in)
2nd Drop:
600 meter Run
20 Burpee Box Jumps (24/20 in)
3rd Drop:
400 meter Run
20 Burpee Box Jumps (24/20 in)
4th and subsequent Drops:
200 meter Run
20 Burpee Box Jumps (24/20 in)"
PUSH THE LIMIT,"PUSH THE LIMIT
by Juan Jimenez
For Time
10-9-8-7-6-5-4-3-2-1 reps of:
Strict Handstand Push-Ups
1-2-3-4-5-6-7-8-9-10 reps of:
Burpee to Pull-Ups"
RUN BELL,"RUN BELL
by Daniel Danao
For Time
400 meter Run
40 Kettlebell Single-Arm Hang Snatches (53/35 lb)
400 meter Run
40 Kettlebell Single-Arm Hang Clean and Push Presses (53/35 lb)"
ONLY WAY IS UP,"ONLY WAY IS UP
by Daniel Danao
20 Rounds for Time
3 Pull-Ups
3 Wall Ball Shots (20/14 lb, 10/9 ft)
3 Pull-Ups
3 Dumbbell Thrusters (2x50/35 lb)"
JONNE KOSKI,"JONNE KOSKI
Morning Chalk Up Workout of the Week
4 Rounds for Time
21 calorie Row
15 Thrusters (115/85 lb)
9 Bar Facing Burpees
Rest 1 minute
Time Cap: 30 minutes"
NEVER FORGET,"NEVER FORGET
9/11 Memorial WOD
3 Rounds For Time
100 meter Sandbag Carry (135/90 lb)
9 Handstand Push-Ups
11 Overhead Squats (115/75 lb)"
NEW AGE OUTLAWS,"NEW AGE OUTLAWS
by Luke Downing
Partner
20 min AMRAP
A -
+100m Run
B -
5 Burpees
10 Push ups
15 Air Squats"
LIFE THYME CROSSFIT 1,"LIFE THYME CROSSFIT 1
Life Thyme CrossFit WOD
For Time
5 Cleans (245/175 lb)
250/200 meter Row
4 Cleans (245/175 lb)
250/200 meter Row
3 Cleans (245/175 lb)
250/200 meter Row
2 Cleans (245/175 lb)
250/200 meter Row
1 Clean (245/175 lb)"
EDWARD GERAGHTY,"EDWARD GERAGHTY
555 Fitness Hero WOD
For Time
800 meter Run
50 Hang Cleans (75/45 lb)
800 meter Run
50 Power Snatches (75/45 lb)
800 meter Run
50 Shoulder-to-Overheads (75/45 lb)
800 meter Run"
THACKER,"THACKER
British Hero WOD
For Time
Buy-In:
400 meter Run
50 Double-Unders
Then, 6 Rounds of:
26 Burpees
8 Power Cleans (75/55 kg)
4 Shoulder-to-Overheads (75/55 kg)"
DOUGLAS OELSCHLAGER,"DOUGLAS OELSCHLAGER
555 Fitness Hero WOD
For Time
100 Push Presses (95/55 lb)
Rest 5 minutes
75 Back Squats (135/95 lb)
Rest 5 minutes
50 Deadlifts (185/135 lb)"
TOLES,"TOLES
Tinman Fitness Hero WOD
2 Rounds for Time
2,008 meter Run
6 Pull-Ups
18 Bar Over Burpees
2 Rope Climbs
5 Deadlifts (225/155 lb)
71 Air Squats
Wear a Weight Vest (20/14 lb)"
(HOME)WORK #29,"(HOME)WORK #29
by Heather Black
4 rounds
10ea single-leg push ups
15ea single-leg get ups
20 knee tucks
10ea single-leg dips
15ea single-leg glute bridges"
PETER BIELFIELD,"PETER BIELFIELD
555 Fitness Hero WOD
4 Rounds for Time
15 Overhead Squats (95/65 lb)
400 meter Run
15 Handstand Push-Ups
400 meter Run"
SNATCH SPEED TRIPLE,"SNATCH SPEED TRIPLE
2020 CrossFit Games Phase 2 WOD #7
For Time
1 Snatch at each Bar

Quarterfinal:
Men: 225-235-245 lb
Women: 145-150-155 lb
Time Cap: 1 minute

Semifinal:
Men: 245-255-265 lb
Women: 160-165-170 lb
Time Cap: 2 minutes

Final:
Men: 265-275-285 lb
Women: 175-180-185 lb
Time Cap: 3 minutes"
TTTTD42,"TTTTD42
by Max El-Hag
For Time
30 Dumbbell Box Step-Ups (24/20 in, 2x50/35 lb)
30 Dumbbell Front Squats (2x50/35 lb)
30 Dumbbell Deadlifts (2x50/35 lb)
30 Dumbbell Hang Clean and Split Jerk (2x50/35 lb, alternating foot forward)
30 Dumbbell Deadlifts (2x50/35 lb)
30 Dumbbell Front Squats (2x50/35 lb)
30 Dumbbell Box Step-Ups (24/20 in, 2x50/35 lb)
Time Cap: 18 minutes"
RUBEN CORREA,"RUBEN CORREA
555 Fitness Hero WOD
For Time
21 Back Squats (225/185 lb)
400 meter Run
15 Front Squats (185/135 lb)
800 meter Run
9 Overhead Squats (135/95 lb)
1600 meter Run"
JAMES COYLE,"JAMES COYLE
555 Fitness Hero WOD
For Time
1,000 meter Row
90 Heavy Rope Single-Unders
80 Air Squats
70 Push-Ups
60 Sit-Ups
50 Lunges
40 Hang Cleans (95/65 lb)
30 Thrusters (95/65 lb)
20 Overhead Squats (95/65 lb)
10 Snatches (95/65 lb)"
060122,"060122
by WeightvestWOD
4 rounds for time:
30 double unders
20 pistol squats
10 clean and jerks"
JACOB BLAKE,"JACOB BLAKE
Fox River Strength and Conditioning Tribute WOD
7 Rounds for Time
3 Burpees to Target
5 Chest-to-Bar Pull-Ups
8 Hand Release Push-Ups
29 Air Squats

Wear a Weight Vest (20/14 lb)"
WETTERLING,"WETTERLING
Memorial WOD for Jacob Wetterling
AMRAP in 19 minutes
8 Burpee Box Jumps (24/20 in)
9 Power Cleans (95/65 lb)
11 calorie Row"
ASHLING MURPHY,"ASHLING MURPHY
CrossFit Tullamore Memorial WOD
For Time
12 Squat Cleans (80/55 kg)
1 mile Run
2,022 meter Row
23 Burpee Pull-Ups"
WONDERWALL,"WONDERWALL
by Ben Bergeron
For Time
100 Double-Unders
21 Power Cleans (185/135 lb)
21 Bar Facing Burpees

100 Double-Unders
15 Power Cleans (185/135 lb)
15 Bar Facing Burpees

100 Double-Unders
9 Power Cleans (185/135 lb)
9 Bar Facing Burpees"
13E RDP,"13E RDP
Cross Ops France Tribute WOD
For Time
3,200 meter Weighted Run (20/14 kg)
50 Pull-Ups
100 Push-Ups
100 Air Squats"
CLOVER BELL,"CLOVER BELL
by Luke Downing
7 Rounds for Time
15 Banded Kettlebell Swings (24/16 kg)
10 Alternating Kettlebell Snatches (24/16 kg)
5 Burpee Pull-Ups"
MAMBA UNIT,"MAMBA UNIT
Memorial WOD for Kobe Bryant
For Time
Buy-In: 81 Burpees
Then, 5 Rounds of:
41 Air Squats
20 Snatches (40/29 kg)
24 Pull-Ups
Buy-Out: 8 High Fives
Time Cap: 24 minutes
Then, 24 seconds of Silence"
CARRIERS,"CARRIERS
by Ryan Garcia
For Time
Pull a random card and perform the corresponding movement for that card. The number of repetitions will be the number of the card drawn.
Red Number Cards = Air Squats
Black Number Cards = Hand Release Push-Ups
Aces = 1 repetition
Face Cards = 35 Double-Unders
Jokers = 100 Sit-Ups"
STEVEN OLSON,"STEVEN OLSON
555 Fitness Hero WOD
For Time
150 Wall Ball Shots (20/14 lb)
Every 2 minutes on the minute, perform:
3 Deadlifts (315/225 lb)
3 Bar Over Burpees"
OFFICER JASON KNOX,"OFFICER JASON KNOX
Hero WOD
AMRAP in 20 minutes
5 Dumbbell Deadlifts (2x50/35 lb)
6 Dumbbell Hang Cleans (2x50/35 lb)
7 Dumbbell Front Squats (2x50/35 lb)
8 Dumbbell Push Presses (2x50/35 lb)
35 Double-Unders
200 meter Run
Buy-In: 54 second Silence"
